classificacao,nome_robo,pontuacao_final,sobrevivencia,bonus_ultima_sobrevivencia,dano_disparo,bonus_disparo_morte,colisao_dano,bonus_colisao_morte,1lugar,2lugar,3lugar
2,sample.MyFirstJuniorRobot,629,550,0,70,6,4,0,0,0,0
2,sample.Interactive,600,600,0,0,0,0,0,0,0,0
2,sample.TrackFire,591,350,0,215,25,0,0,0,0,0
2,sample.Corners,501,300,0,165,33,2,0,0,0,0
2,sample.MyFirstRobot,452,400,0,48,0,4,0,0,0,0
3,sample.VelociRobot,422,250,0,92,0,80,0,0,0,0
3,sample.Interactive_v2,200,200,0,0,0,0,0,0,0,0
3,sample.Fire,157,100,0,57,0,0,0,0,0,0
3,sample.Target,152,150,0,0,0,2,0,0,0,0
3,sample.PaintingRobot,76,50,0,24,0,2,0,0,0,0
3,sample.SittingDuck,0,0,0,0,0,0,0,0,0,0
1,sample.VelociRobot,1182,750,150,205,25,46,7,1,0,0
1,sample.Tracker,1101,650,0,398,51,2,0,0,0,1
1,sample.MyFirstJuniorRobot,867,700,0,160,6,1,0,0,1,0
1,sample.RamFire,848,450,0,273,20,74,31,0,0,0
1,sample.Crazy,734,600,0,123,1,11,0,0,0,0
2,sample.MyFirstRobot,662,550,0,112,0,0,0,0,0,0
2,sample.Walls,609,400,0,194,5,11,0,0,0,0
2,sample.PaintingRobot,577,500,0,75,0,2,0,0,0,0
2,sample.Fire,455,350,0,104,0,1,0,0,0,0
2,sample.TrackFire,390,250,0,125,15,0,0,0,0,0
3,sample.SpinBot,314,200,0,96,0,18,0,0,0,0
3,sample.Target,301,300,0,0,0,1,0,0,0,0
3,sample.Corners,150,150,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,100,100,0,0,0,0,0,0,0,0
3,sample.SittingDuck,50,50,0,0,0,0,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.SpinBot,1385,750,150,413,61,11,0,1,0,0
1,sample.Tracker,1058,700,0,323,33,2,0,0,1,0
1,sample.Corners,767,550,0,194,23,0,0,0,0,0
1,sample.Crazy,753,650,0,92,0,11,0,0,0,1
1,sample.Walls,705,500,0,200,0,5,0,0,0,0
2,sample.MyFirstJuniorRobot,695,600,0,90,4,0,0,0,0,0
2,sample.MyFirstRobot,542,450,0,91,0,1,0,0,0,0
2,sample.TrackFire,497,250,0,229,18,0,0,0,0,0
2,sample.Fire,492,400,0,92,0,0,0,0,0,0
2,sample.VelociRobot,477,350,0,92,0,35,0,0,0,0
3,sample.SittingDuck,300,300,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,248,200,0,48,0,0,0,0,0,0
3,sample.RamFire,209,50,0,112,0,47,0,0,0,0
3,sample.Interactive_v2,150,150,0,0,0,0,0,0,0,0
3,sample.Target,102,100,0,0,0,2,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.SpinBot,1243,750,150,272,46,11,15,1,0,0
1,sample.RamFire,983,450,0,329,8,120,77,0,0,0
1,sample.Tracker,966,500,0,407,59,0,0,0,0,0
1,sample.Fire,853,700,0,152,0,1,0,0,1,0
1,sample.VelociRobot,822,600,0,146,3,73,0,0,0,0
2,sample.Crazy,750,650,0,92,0,8,0,0,0,1
2,sample.PaintingRobot,591,550,0,40,0,1,0,0,0,0
2,sample.Corners,526,350,0,172,4,0,0,0,0,0
2,sample.Target,402,400,0,0,0,2,0,0,0,0
2,sample.SittingDuck,300,300,0,0,0,0,0,0,0,0
3,sample.MyFirstRobot,297,250,0,42,0,5,0,0,0,0
3,sample.Walls,250,150,0,100,0,0,0,0,0,0
3,sample.TrackFire,221,100,0,106,15,0,0,0,0,0
3,sample.MyFirstJuniorRobot,218,200,0,12,0,6,0,0,0,0
3,sample.Interactive_v2,50,50,0,0,0,0,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1274,750,150,341,30,2,0,1,0,0
1,sample.TrackFire,865,550,0,273,42,0,0,0,0,0
1,sample.MyFirstJuniorRobot,835,650,0,170,9,6,0,0,0,1
1,sample.SpinBot,814,600,0,198,11,6,0,0,0,0
1,sample.RamFire,776,500,0,186,0,73,16,0,0,0
2,sample.PaintingRobot,766,700,0,61,2,4,0,0,1,0
2,sample.Corners,563,400,0,154,9,0,0,0,0,0
2,sample.Fire,547,450,0,95,1,0,0,0,0,0
2,sample.Tracker,444,250,0,176,0,18,0,0,0,0
2,sample.Target,350,350,0,0,0,0,0,0,0,0
3,sample.Interactive,300,300,0,0,0,0,0,0,0,0
3,sample.VelociRobot,280,200,0,42,0,37,0,0,0,0
3,sample.SittingDuck,150,150,0,0,0,0,0,0,0,0
3,sample.Crazy,129,100,0,24,0,5,0,0,0,0
3,sample.MyFirstRobot,92,50,0,40,0,2,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.SpinBot,1304,750,150,357,37,11,0,1,0,0
1,sample.RamFire,1086,550,0,319,0,134,83,0,0,0
1,sample.VelociRobot,927,700,0,162,9,56,0,0,1,0
1,sample.Tracker,815,650,0,145,19,1,0,0,0,1
1,sample.TrackFire,721,400,0,290,30,0,0,0,0,0
2,sample.Target,601,600,0,0,0,1,0,0,0,0
2,sample.Fire,539,450,0,88,0,1,0,0,0,0
2,sample.SittingDuck,500,500,0,0,0,0,0,0,0,0
2,sample.MyFirstJuniorRobot,433,350,0,76,1,6,0,0,0,0
2,sample.MyFirstRobot,359,300,0,58,0,1,0,0,0,0
3,sample.Corners,338,200,0,116,22,0,0,0,0,0
3,sample.PaintingRobot,315,250,0,64,0,1,0,0,0,0
3,sample.Walls,170,50,0,120,0,0,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.Crazy,146,100,0,36,0,10,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1138,750,150,219,12,6,0,1,0,0
1,sample.TrackFire,961,650,0,310,2,0,0,0,0,1
1,sample.Crazy,880,700,0,160,3,17,0,0,1,0
1,sample.SpinBot,861,600,0,231,21,8,0,0,0,0
1,sample.RamFire,861,450,0,259,16,90,46,0,0,0
2,sample.Tracker,684,550,0,123,5,6,0,0,0,0
2,sample.VelociRobot,516,300,0,124,0,92,0,0,0,0
2,sample.SittingDuck,500,500,0,0,0,0,0,0,0,0
2,sample.MyFirstJuniorRobot,483,400,0,80,3,0,0,0,0,0
2,sample.Corners,394,250,0,144,0,0,0,0,0,0
3,sample.MyFirstRobot,390,350,0,36,0,4,0,0,0,0
3,sample.Target,200,200,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,150,150,0,0,0,0,0,0,0,0
3,sample.Interactive,100,100,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,70,50,0,16,0,4,0,0,0,0
3,sample.Fire,12,0,0,12,0,0,0,0,0,0
1,sample.Walls,1302,750,150,353,41,7,0,1,0,0
1,sample.TrackFire,1266,650,0,518,99,0,0,0,0,1
1,sample.Tracker,985,700,0,259,26,0,0,0,1,0
1,sample.Crazy,713,600,0,100,0,13,0,0,0,0
1,sample.PaintingRobot,586,500,0,84,0,2,0,0,0,0
2,sample.SittingDuck,550,550,0,0,0,0,0,0,0,0
2,sample.RamFire,520,250,0,186,0,62,22,0,0,0
2,sample.Corners,479,350,0,128,0,1,0,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
2,sample.Target,402,400,0,0,0,2,0,0,0,0
3,sample.MyFirstRobot,320,300,0,20,0,0,0,0,0,0
3,sample.VelociRobot,256,150,0,48,0,58,0,0,0,0
3,sample.MyFirstJuniorRobot,246,200,0,44,0,2,0,0,0,0
3,sample.Fire,163,100,0,52,10,1,0,0,0,0
3,sample.SpinBot,106,50,0,41,0,16,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.SpinBot,1148,750,150,217,31,0,0,1,0,0
1,sample.MyFirstJuniorRobot,946,650,0,260,23,12,0,0,0,1
1,sample.MyFirstRobot,840,700,0,140,0,0,0,0,1,0
1,sample.Tracker,775,500,0,256,19,0,0,0,0,0
1,sample.Corners,743,550,0,182,11,0,0,0,0,0
2,sample.PaintingRobot,725,600,0,122,0,4,0,0,0,0
2,sample.TrackFire,534,300,0,223,11,0,0,0,0,0
2,sample.Crazy,534,400,0,116,0,18,0,0,0,0
2,sample.VelociRobot,496,350,0,104,0,42,0,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
3,sample.Walls,412,250,0,160,0,2,0,0,0,0
3,sample.RamFire,322,150,0,111,19,42,0,0,0,0
3,sample.Target,201,200,0,0,0,1,0,0,0,0
3,sample.Interactive_v2,100,100,0,0,0,0,0,0,0,0
3,sample.Fire,68,0,0,68,0,0,0,0,0,0
3,sample.SittingDuck,50,50,0,0,0,0,0,0,0,0
1,sample.SpinBot,1274,700,0,512,54,8,0,0,1,0
1,sample.Walls,1098,750,150,181,10,7,0,1,0,0
1,sample.MyFirstJuniorRobot,842,650,0,188,0,4,0,0,0,1
1,sample.Fire,760,600,0,149,11,0,0,0,0,0
1,sample.TrackFire,705,450,0,230,26,0,0,0,0,0
2,sample.RamFire,590,300,0,194,0,61,35,0,0,0
2,sample.PaintingRobot,561,500,0,56,4,1,0,0,0,0
2,sample.SittingDuck,550,550,0,0,0,0,0,0,0,0
2,sample.Tracker,523,250,0,208,44,22,0,0,0,0
2,sample.Crazy,475,400,0,68,0,7,0,0,0,0
3,sample.Target,350,350,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,200,200,0,0,0,0,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.Corners,110,100,0,8,0,2,0,0,0,0
3,sample.VelociRobot,62,0,0,24,0,38,0,0,0,0
3,sample.MyFirstRobot,54,50,0,4,0,0,0,0,0,0
1,sample.Walls,1216,750,150,300,6,10,0,1,0,0
1,sample.SpinBot,1021,700,0,275,45,1,0,0,1,0
1,sample.Corners,802,600,0,190,12,0,0,0,0,0
1,sample.TrackFire,764,400,0,339,25,0,0,0,0,0
1,sample.PaintingRobot,764,650,0,112,0,2,0,0,0,1
2,sample.Crazy,618,500,0,98,6,13,0,0,0,0
2,sample.Interactive,550,550,0,0,0,0,0,0,0,0
2,sample.MyFirstRobot,507,450,0,56,0,1,0,0,0,0
2,sample.VelociRobot,499,300,0,84,0,115,0,0,0,0
2,sample.Interactive_v2,350,350,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,320,250,0,68,0,2,0,0,0,0
3,sample.Tracker,265,100,0,105,21,38,0,0,0,0
3,sample.Target,205,200,0,0,0,5,0,0,0,0
3,sample.RamFire,186,50,0,102,0,35,0,0,0,0
3,sample.SittingDuck,150,150,0,0,0,0,0,0,0,0
3,sample.Fire,12,0,0,12,0,0,0,0,0,0
1,sample.SpinBot,1371,750,150,406,47,18,0,1,0,0
1,sample.RamFire,940,550,0,221,4,97,68,0,0,0
1,sample.MyFirstJuniorRobot,888,700,0,176,10,2,0,0,1,0
1,sample.Tracker,857,600,0,235,21,1,0,0,0,0
1,sample.Fire,820,650,0,157,11,2,0,0,0,1
2,sample.TrackFire,717,400,0,276,40,0,0,0,0,0
2,sample.Corners,607,500,0,91,16,0,0,0,0,0
2,sample.Walls,604,450,0,149,4,1,0,0,0,0
2,sample.VelociRobot,393,250,0,54,5,84,0,0,0,0
2,sample.SittingDuck,350,350,0,0,0,0,0,0,0,0
3,sample.Crazy,309,250,0,48,0,11,0,0,0,0
3,sample.PaintingRobot,245,200,0,40,3,2,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.MyFirstRobot,122,100,0,16,0,6,0,0,0,0
3,sample.Target,52,50,0,0,0,2,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1322,750,150,384,35,4,0,1,0,0
1,sample.Tracker,1173,700,0,401,68,4,0,0,1,0
1,sample.TrackFire,989,600,0,347,42,0,0,0,0,0
1,sample.MyFirstJuniorRobot,773,650,0,107,13,4,0,0,0,1
1,sample.SpinBot,615,350,0,231,15,18,0,0,0,0
2,sample.Crazy,600,500,0,92,0,8,0,0,0,0
2,sample.SittingDuck,550,550,0,0,0,0,0,0,0,0
2,sample.Fire,477,400,0,73,3,1,0,0,0,0
2,sample.Target,450,450,0,0,0,0,0,0,0,0
2,sample.PaintingRobot,333,300,0,32,0,1,0,0,0,0
3,sample.RamFire,298,200,0,80,0,18,0,0,0,0
3,sample.Interactive,250,250,0,0,0,0,0,0,0,0
3,sample.MyFirstRobot,219,150,0,68,0,1,0,0,0,0
3,sample.VelociRobot,218,100,0,56,0,62,0,0,0,0
3,sample.Corners,109,50,0,58,0,1,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.SpinBot,1330,750,150,381,42,7,0,1,0,0
1,sample.TrackFire,946,650,0,279,17,0,0,0,0,1
1,sample.MyFirstRobot,798,700,0,96,0,2,0,0,1,0
1,sample.PaintingRobot,736,600,0,122,9,5,0,0,0,0
1,sample.VelociRobot,716,550,0,148,0,18,0,0,0,0
2,sample.Walls,667,500,0,160,0,7,0,0,0,0
2,sample.RamFire,629,300,0,196,0,73,59,0,0,0
2,sample.Corners,554,450,0,102,2,0,0,0,0,0
2,sample.Tracker,523,400,0,111,9,2,0,0,0,0
2,sample.Crazy,427,350,0,64,0,13,0,0,0,0
3,sample.Fire,289,200,0,88,0,1,0,0,0,0
3,sample.Target,251,250,0,0,0,1,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.SittingDuck,100,100,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,50,50,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,9,0,0,4,0,5,0,0,0,0
1,sample.SpinBot,1439,750,150,472,45,23,0,1,0,0
1,sample.MyFirstJuniorRobot,884,700,0,162,19,2,0,0,1,0
1,sample.PaintingRobot,761,650,0,107,2,2,0,0,0,1
1,sample.VelociRobot,744,550,0,132,0,62,0,0,0,0
1,sample.MyFirstRobot,709,600,0,108,0,1,0,0,0,0
2,sample.Crazy,623,500,0,112,0,11,0,0,0,0
2,sample.Corners,586,450,0,133,2,1,0,0,0,0
2,sample.Fire,499,300,0,171,26,1,0,0,0,0
2,sample.Target,400,400,0,0,0,0,0,0,0,0
2,sample.SittingDuck,350,350,0,0,0,0,0,0,0,0
3,sample.TrackFire,344,150,0,179,15,0,0,0,0,0
3,sample.RamFire,322,100,0,174,0,48,0,0,0,0
3,sample.Interactive,250,250,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,200,200,0,0,0,0,0,0,0,0
3,sample.Tracker,68,50,0,16,0,2,0,0,0,0
3,sample.Walls,51,0,0,20,0,31,0,0,0,0
1,sample.Walls,1133,750,150,208,14,11,0,1,0,0
1,sample.SpinBot,1086,700,0,334,36,17,0,0,1,0
1,sample.TrackFire,873,550,0,280,43,0,0,0,0,0
1,sample.PaintingRobot,784,650,0,133,0,1,0,0,0,1
1,sample.Corners,781,600,0,169,11,0,0,0,0,0
2,sample.Fire,602,450,0,140,10,2,0,0,0,0
2,sample.Tracker,508,300,0,208,0,0,0,0,0,0
2,sample.SittingDuck,500,500,0,0,0,0,0,0,0,0
2,sample.MyFirstRobot,455,400,0,51,1,2,0,0,0,0
2,sample.Interactive,350,350,0,0,0,0,0,0,0,0
3,sample.Crazy,325,250,0,64,0,11,0,0,0,0
3,sample.RamFire,232,100,0,82,0,38,12,0,0,0
3,sample.Target,202,200,0,0,0,2,0,0,0,0
3,sample.MyFirstJuniorRobot,191,150,0,40,0,1,0,0,0,0
3,sample.VelociRobot,94,0,0,24,0,70,0,0,0,0
3,sample.Interactive_v2,50,50,0,0,0,0,0,0,0,0
1,sample.SpinBot,1359,750,150,438,8,4,10,1,0,0
1,sample.TrackFire,899,500,0,346,53,0,0,0,0,0
1,sample.Corners,882,700,0,162,20,0,0,0,1,0
1,sample.MyFirstJuniorRobot,786,650,0,128,0,8,0,0,0,1
1,sample.PaintingRobot,712,600,0,109,2,1,0,0,0,0
2,sample.Fire,666,550,0,109,7,0,0,0,0,0
2,sample.RamFire,602,350,0,164,0,58,30,0,0,0
2,sample.Target,451,450,0,0,0,1,0,0,0,0
2,sample.Walls,436,250,0,168,18,0,0,0,0,0
2,sample.Interactive,400,400,0,0,0,0,0,0,0,0
3,sample.Crazy,382,300,0,68,0,14,0,0,0,0
3,sample.VelociRobot,279,150,0,56,0,73,0,0,0,0
3,sample.Tracker,240,100,0,128,0,12,0,0,0,0
3,sample.Interactive_v2,200,200,0,0,0,0,0,0,0,0
3,sample.MyFirstRobot,78,50,0,24,0,4,0,0,0,0
3,sample.SittingDuck,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1267,750,150,320,40,7,0,1,0,0
1,sample.TrackFire,876,550,0,295,31,0,0,0,0,0
1,sample.SpinBot,873,600,0,244,17,12,0,0,0,0
1,sample.MyFirstJuniorRobot,844,700,0,140,0,4,0,0,1,0
1,sample.MyFirstRobot,818,650,0,147,18,4,0,0,0,1
2,sample.Fire,600,500,0,100,0,0,0,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
2,sample.Corners,448,350,0,98,0,0,0,0,0,0
2,sample.Tracker,426,250,0,148,12,17,0,0,0,0
2,sample.Interactive_v2,400,400,0,0,0,0,0,0,0,0
3,sample.Crazy,355,300,0,44,0,11,0,0,0,0
3,sample.RamFire,329,150,0,131,17,31,0,0,0,0
3,sample.VelociRobot,322,200,0,56,2,65,0,0,0,0
3,sample.Target,101,100,0,0,0,1,0,0,0,0
3,sample.PaintingRobot,71,50,0,20,0,1,0,0,0,0
3,sample.SittingDuck,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1318,750,150,367,44,7,0,1,0,0
1,sample.SpinBot,1092,700,0,363,25,5,0,0,1,0
1,sample.MyFirstJuniorRobot,880,650,0,206,20,4,0,0,0,1
1,sample.Crazy,708,550,0,139,0,19,0,0,0,0
1,sample.PaintingRobot,667,600,0,61,4,2,0,0,0,0
2,sample.Fire,541,400,0,138,4,0,0,0,0,0
2,sample.Interactive,500,500,0,0,0,0,0,0,0,0
2,sample.Target,451,450,0,0,0,1,0,0,0,0
2,sample.Corners,372,250,0,122,0,0,0,0,0,0
2,sample.MyFirstRobot,353,300,0,52,0,1,0,0,0,0
3,sample.Interactive_v2,350,350,0,0,0,0,0,0,0,0
3,sample.VelociRobot,263,150,0,39,0,60,14,0,0,0
3,sample.TrackFire,225,100,0,125,0,0,0,0,0,0
3,sample.SittingDuck,200,200,0,0,0,0,0,0,0,0
3,sample.RamFire,164,50,0,84,0,30,0,0,0,0
3,sample.Tracker,81,0,0,80,0,1,0,0,0,0
1,sample.Walls,1307,750,150,358,48,1,0,1,0,0
1,sample.SpinBot,1095,700,0,370,20,5,0,0,1,0
1,sample.Tracker,963,650,0,279,33,0,0,0,0,1
1,sample.RamFire,770,500,0,157,0,72,41,0,0,0
1,sample.MyFirstRobot,689,600,0,88,0,1,0,0,0,0
2,sample.Crazy,633,550,0,76,0,7,0,0,0,0
2,sample.PaintingRobot,520,450,0,68,0,2,0,0,0,0
2,sample.VelociRobot,447,300,0,74,0,72,0,0,0,0
2,sample.MyFirstJuniorRobot,408,350,0,56,0,2,0,0,0,0
2,sample.TrackFire,399,250,0,130,19,0,0,0,0,0
3,sample.Target,350,350,0,0,0,0,0,0,0,0
3,sample.Corners,326,200,0,108,16,1,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.Fire,128,100,0,28,0,0,0,0,0,0
3,sample.Interactive_v2,50,50,0,0,0,0,0,0,0,0
3,sample.SittingDuck,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1173,750,150,239,24,10,0,1,0,0
1,sample.TrackFire,1016,550,0,391,76,0,0,0,0,0
1,sample.SpinBot,1005,700,0,282,18,5,0,0,1,0
1,sample.Fire,728,600,0,124,4,0,0,0,0,0
1,sample.RamFire,726,350,0,228,0,73,74,0,0,0
2,sample.MyFirstRobot,716,650,0,64,0,2,0,0,0,1
2,sample.Crazy,593,500,0,80,0,13,0,0,0,0
2,sample.Tracker,587,400,0,161,26,0,0,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
2,sample.Corners,372,200,0,172,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,367,300,0,56,0,11,0,0,0,0
3,sample.VelociRobot,340,250,0,64,0,26,0,0,0,0
3,sample.SittingDuck,150,150,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,117,100,0,16,0,1,0,0,0,0
3,sample.Interactive_v2,50,50,0,0,0,0,0,0,0,0
3,sample.Target,5,0,0,0,0,5,0,0,0,0
1,sample.Walls,1218,750,150,296,15,6,0,1,0,0
1,sample.TrackFire,1118,650,0,398,70,0,0,0,0,1
1,sample.SpinBot,955,700,0,210,36,8,0,0,1,0
1,sample.Fire,757,600,0,152,2,2,0,0,0,0
1,sample.PaintingRobot,684,550,0,132,0,2,0,0,0,0
2,sample.Tracker,650,500,0,145,3,2,0,0,0,0
2,sample.RamFire,607,300,0,210,0,62,34,0,0,0
2,sample.Interactive_v2,450,450,0,0,0,0,0,0,0,0
2,sample.MyFirstRobot,443,350,0,92,0,1,0,0,0,0
2,sample.Interactive,400,400,0,0,0,0,0,0,0,0
3,sample.VelociRobot,320,200,0,52,0,68,0,0,0,0
3,sample.Crazy,311,250,0,56,0,5,0,0,0,0
3,sample.Corners,229,150,0,78,1,0,0,0,0,0
3,sample.SittingDuck,100,100,0,0,0,0,0,0,0,0
3,sample.Target,52,50,0,0,0,2,0,0,0,0
3,sample.MyFirstJuniorRobot,25,0,0,20,0,5,0,0,0,0
1,sample.SpinBot,1405,750,150,427,51,26,0,1,0,0
1,sample.TrackFire,1027,550,0,404,73,0,0,0,0,0
1,sample.Crazy,803,700,0,75,3,24,0,0,1,0
1,sample.PaintingRobot,799,650,0,148,0,1,0,0,0,1
1,sample.Fire,711,600,0,107,2,1,0,0,0,0
2,sample.MyFirstJuniorRobot,647,500,0,116,10,20,0,0,0,0
2,sample.Corners,532,400,0,132,0,0,0,0,0,0
2,sample.Walls,455,300,0,150,0,5,0,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
2,sample.SittingDuck,350,350,0,0,0,0,0,0,0,0
3,sample.VelociRobot,343,200,0,76,0,67,0,0,0,0
3,sample.Target,252,250,0,0,0,2,0,0,0,0
3,sample.Tracker,216,50,0,114,0,53,0,0,0,0
3,sample.MyFirstRobot,203,150,0,52,0,1,0,0,0,0
3,sample.Interactive_v2,100,100,0,0,0,0,0,0,0,0
3,sample.RamFire,69,0,0,50,0,19,0,0,0,0
1,sample.Walls,1244,750,150,304,37,4,0,1,0,0
1,sample.Tracker,1010,650,0,338,20,2,0,0,0,1
1,sample.SpinBot,991,700,0,250,37,4,0,0,1,0
1,sample.Crazy,703,600,0,92,0,11,0,0,0,0
1,sample.Fire,649,500,0,136,13,0,0,0,0,0
2,sample.RamFire,638,400,0,177,0,61,0,0,0,0
2,sample.MyFirstRobot,611,550,0,60,0,1,0,0,0,0
2,sample.TrackFire,461,250,0,187,25,0,0,0,0,0
2,sample.Target,450,450,0,0,0,0,0,0,0,0
2,sample.PaintingRobot,394,350,0,44,0,0,0,0,0,0
3,sample.VelociRobot,334,200,0,56,0,78,0,0,0,0
3,sample.Interactive_v2,300,300,0,0,0,0,0,0,0,0
3,sample.Corners,226,100,0,108,18,0,0,0,0,0
3,sample.MyFirstJuniorRobot,191,150,0,36,0,5,0,0,0,0
3,sample.SittingDuck,50,50,0,0,0,0,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1354,750,150,401,52,1,0,1,0,0
1,sample.Tracker,1078,700,0,324,52,1,0,0,1,0
1,sample.SpinBot,790,550,0,228,4,8,0,0,0,0
1,sample.Target,651,650,0,0,0,1,0,0,0,1
1,sample.Crazy,602,500,0,88,0,14,0,0,0,0
2,sample.SittingDuck,600,600,0,0,0,0,0,0,0,0
2,sample.MyFirstJuniorRobot,520,450,0,66,0,4,0,0,0,0
2,sample.VelociRobot,505,350,0,88,0,67,0,0,0,0
2,sample.Interactive_v2,400,400,0,0,0,0,0,0,0,0
2,sample.TrackFire,388,200,0,168,20,0,0,0,0,0
3,sample.MyFirstRobot,360,300,0,60,0,0,0,0,0,0
3,sample.PaintingRobot,311,250,0,60,0,1,0,0,0,0
3,sample.Fire,296,150,0,122,24,0,0,0,0,0
3,sample.RamFire,268,100,0,116,0,52,0,0,0,0
3,sample.Corners,84,50,0,34,0,0,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.RamFire,1254,650,0,356,0,140,107,0,0,1
1,sample.Walls,1182,750,150,253,23,6,0,1,0,0
1,sample.SpinBot,831,700,0,122,8,0,0,0,1,0
1,sample.VelociRobot,753,550,0,148,0,55,0,0,0,0
1,sample.Crazy,694,600,0,72,5,17,0,0,0,0
2,sample.MyFirstJuniorRobot,567,450,0,112,0,5,0,0,0,0
2,sample.Tracker,504,300,0,186,18,0,0,0,0,0
2,sample.Target,500,500,0,0,0,0,0,0,0,0
2,sample.Corners,460,250,0,203,7,0,0,0,0,0
2,sample.PaintingRobot,450,400,0,48,0,2,0,0,0,0
3,sample.MyFirstRobot,398,350,0,48,0,0,0,0,0,0
3,sample.TrackFire,391,200,0,175,16,0,0,0,0,0
3,sample.Fire,166,150,0,14,1,1,0,0,0,0
3,sample.Interactive_v2,100,100,0,0,0,0,0,0,0,0
3,sample.Interactive,50,50,0,0,0,0,0,0,0,0
3,sample.SittingDuck,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1236,750,150,292,42,1,0,1,0,0
1,sample.TrackFire,899,650,0,221,28,0,0,0,0,1
1,sample.Tracker,808,600,0,175,6,14,12,0,0,0
1,sample.RamFire,730,400,0,238,25,67,0,0,0,0
2,sample.SpinBot,702,450,0,224,0,28,0,0,0,0
2,sample.MyFirstJuniorRobot,702,550,0,144,0,8,0,0,0,0
2,sample.SittingDuck,700,700,0,0,0,0,0,0,1,0
2,sample.Crazy,616,500,0,108,0,8,0,0,0,0
2,sample.VelociRobot,476,300,0,96,0,80,0,0,0,0
2,sample.MyFirstRobot,428,350,0,76,0,2,0,0,0,0
3,sample.Fire,290,250,0,40,0,0,0,0,0,0
3,sample.Interactive,200,200,0,0,0,0,0,0,0,0
3,sample.Corners,181,100,0,80,0,1,0,0,0,0
3,sample.Interactive_v2,150,150,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,74,50,0,20,0,4,0,0,0,0
3,sample.Target,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1261,750,150,322,36,2,0,1,0,0
1,sample.SpinBot,997,700,0,243,13,24,16,0,1,0
1,sample.Tracker,846,600,0,221,25,0,0,0,0,0
1,sample.RamFire,781,450,0,230,0,77,24,0,0,0
1,sample.MyFirstJuniorRobot,759,650,0,102,3,4,0,0,0,1
2,sample.PaintingRobot,626,550,0,72,0,4,0,0,0,0
2,sample.Fire,574,500,0,72,0,2,0,0,0,0
2,sample.Corners,574,400,0,149,25,0,0,0,0,0
2,sample.TrackFire,527,300,0,189,38,0,0,0,0,0
2,sample.VelociRobot,396,250,0,84,1,61,0,0,0,0
3,sample.Interactive_v2,350,350,0,0,0,0,0,0,0,0
3,sample.Interactive,200,200,0,0,0,0,0,0,0,0
3,sample.Crazy,148,100,0,40,0,8,0,0,0,0
3,sample.Target,100,100,0,0,0,0,0,0,0,0
3,sample.SittingDuck,50,50,0,0,0,0,0,0,0,0
3,sample.MyFirstRobot,40,0,0,35,0,5,0,0,0,0
1,sample.SpinBot,1236,750,150,297,34,5,0,1,0,0
