classificacao,nome_robo,pontuacao_final,sobrevivencia,bonus_ultima_sobrevivencia,dano_disparo,bonus_disparo_morte,colisao_dano,bonus_colisao_morte,1lugar,2lugar,3lugar
1,sample.Fire,870,650,0,220,0,0,0,0,0,1
1,sample.Tracker,792,550,0,218,21,2,0,0,0,0
2,sample.MyFirstRobot,580,500,0,77,1,2,0,0,0,0
2,sample.MyFirstJuniorRobot,561,450,0,92,6,13,0,0,0,0
2,sample.Crazy,489,400,0,76,0,13,0,0,0,0
2,sample.Interactive,350,350,0,0,0,0,0,0,0,0
2,sample.RamFire,310,200,0,64,0,24,22,0,0,0
3,sample.Target,301,300,0,0,0,1,0,0,0,0
3,sample.TrackFire,294,150,0,131,12,0,0,0,0,0
3,sample.SittingDuck,250,250,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,112,100,0,12,0,0,0,0,0,0
3,sample.VelociRobot,65,0,0,16,0,49,0,0,0,0
3,sample.Interactive_v2,50,50,0,0,0,0,0,0,0,0
1,sample.Walls,1189,750,150,241,43,6,0,1,0,0
1,sample.Tracker,972,650,0,301,19,2,0,0,0,1
1,sample.SpinBot,946,550,0,341,22,32,0,0,0,0
1,sample.RamFire,882,500,0,272,0,85,25,0,0,0
1,sample.MyFirstJuniorRobot,857,700,0,156,0,1,0,0,1,0
2,sample.MyFirstRobot,690,600,0,87,3,0,0,0,0,0
2,sample.Corners,570,450,0,114,6,0,0,0,0,0
2,sample.TrackFire,517,300,0,196,21,0,0,0,0,0
2,sample.Fire,493,400,0,91,1,1,0,0,0,0
2,sample.Interactive,350,350,0,0,0,0,0,0,0,0
3,sample.VelociRobot,336,200,0,48,0,88,0,0,0,0
3,sample.Crazy,302,250,0,44,0,8,0,0,0,0
3,sample.Interactive_v2,150,150,0,0,0,0,0,0,0,0
3,sample.Target,101,100,0,0,0,1,0,0,0,0
3,sample.SittingDuck,50,50,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,16,0,0,12,0,4,0,0,0,0
1,sample.Walls,1255,750,150,324,29,2,0,1,0,0
1,sample.SpinBot,1000,700,0,281,9,11,0,0,1,0
1,sample.MyFirstJuniorRobot,790,600,0,168,19,2,0,0,0,0
1,sample.TrackFire,783,450,0,301,33,0,0,0,0,0
1,sample.PaintingRobot,758,650,0,102,7,0,0,0,0,1
2,sample.RamFire,595,350,0,191,0,54,0,0,0,0
2,sample.Crazy,586,500,0,72,0,14,0,0,0,0
2,sample.Target,550,550,0,0,0,0,0,0,0,0
2,sample.SittingDuck,400,400,0,0,0,0,0,0,0,0
2,sample.Fire,332,300,0,32,0,0,0,0,0,0
3,sample.Tracker,313,150,0,136,27,0,0,0,0,0
3,sample.Interactive,250,250,0,0,0,0,0,0,0,0
3,sample.MyFirstRobot,227,200,0,20,2,5,0,0,0,0
3,sample.VelociRobot,151,50,0,40,0,61,0,0,0,0
3,sample.Interactive_v2,100,100,0,0,0,0,0,0,0,0
3,sample.Corners,32,0,0,30,0,2,0,0,0,0
1,sample.Walls,1318,750,150,366,43,8,0,1,0,0
1,sample.SpinBot,1070,700,0,342,21,7,0,0,1,0
1,sample.Crazy,741,600,0,116,0,25,0,0,0,0
1,sample.PaintingRobot,740,650,0,88,0,2,0,0,0,1
1,sample.Corners,711,500,0,205,5,0,0,0,0,0
2,sample.MyFirstJuniorRobot,674,550,0,112,10,2,0,0,0,0
2,sample.TrackFire,660,400,0,243,17,0,0,0,0,0
2,sample.Tracker,536,350,0,158,25,2,0,0,0,0
2,sample.Interactive_v2,450,450,0,0,0,0,0,0,0,0
2,sample.Interactive,300,300,0,0,0,0,0,0,0,0
3,sample.MyFirstRobot,256,200,0,52,0,4,0,0,0,0
3,sample.Target,252,250,0,0,0,2,0,0,0,0
3,sample.RamFire,221,100,0,91,0,30,0,0,0,0
3,sample.SittingDuck,150,150,0,0,0,0,0,0,0,0
3,sample.VelociRobot,136,50,0,48,0,38,0,0,0,0
3,sample.Fire,72,0,0,72,0,0,0,0,0,0
1,sample.Walls,1179,750,150,240,34,5,0,1,0,0
1,sample.TrackFire,1090,600,0,432,58,0,0,0,0,0
1,sample.Tracker,1090,700,0,340,49,1,0,0,1,0
1,sample.MyFirstJuniorRobot,752,650,0,100,0,2,0,0,0,1
1,sample.SpinBot,748,550,0,192,0,6,0,0,0,0
2,sample.VelociRobot,615,450,0,128,0,37,0,0,0,0
2,sample.MyFirstRobot,566,500,0,64,0,2,0,0,0,0
2,sample.RamFire,502,300,0,148,0,41,13,0,0,0
2,sample.Crazy,494,400,0,84,0,10,0,0,0,0
2,sample.Fire,471,350,0,109,11,0,0,0,0,0
3,sample.Corners,313,250,0,54,9,0,0,0,0,0
3,sample.Target,200,200,0,0,0,0,0,0,0,0
3,sample.SittingDuck,150,150,0,0,0,0,0,0,0,0
3,sample.Interactive,100,100,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,80,50,0,28,0,2,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1305,750,150,357,42,6,0,1,0,0
1,sample.SpinBot,1065,700,0,309,34,22,0,0,1,0
1,sample.PaintingRobot,750,650,0,100,0,0,0,0,0,1
1,sample.MyFirstRobot,737,600,0,130,3,4,0,0,0,0
1,sample.Crazy,696,550,0,128,3,16,0,0,0,0
2,sample.Fire,538,400,0,138,0,0,0,0,0,0
2,sample.SittingDuck,500,500,0,0,0,0,0,0,0,0
2,sample.VelociRobot,480,300,0,88,0,92,0,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
2,sample.Corners,354,250,0,89,15,0,0,0,0,0
3,sample.Target,352,350,0,0,0,2,0,0,0,0
3,sample.TrackFire,257,100,0,131,26,0,0,0,0,0
3,sample.Interactive_v2,200,200,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,182,150,0,28,0,4,0,0,0,0
3,sample.Tracker,180,50,0,108,22,0,0,0,0,0
3,sample.RamFire,160,0,0,112,0,48,0,0,0,0
1,sample.Walls,1256,750,150,307,45,4,0,1,0,0
1,sample.SpinBot,1037,600,0,400,7,30,0,0,0,0
1,sample.Tracker,1003,700,0,255,45,4,0,0,1,0
1,sample.MyFirstJuniorRobot,775,650,0,118,5,1,0,0,0,1
1,sample.VelociRobot,756,550,0,148,0,58,0,0,0,0
2,sample.Crazy,619,500,0,96,0,23,0,0,0,0
2,sample.PaintingRobot,524,450,0,72,0,2,0,0,0,0
2,sample.Fire,467,350,0,116,0,1,0,0,0,0
2,sample.Corners,423,250,0,149,24,0,0,0,0,0
2,sample.Target,400,400,0,0,0,0,0,0,0,0
3,sample.TrackFire,381,200,0,168,13,0,0,0,0,0
3,sample.MyFirstRobot,374,300,0,68,0,6,0,0,0,0
3,sample.SittingDuck,150,150,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,100,100,0,0,0,0,0,0,0,0
3,sample.Interactive,50,50,0,0,0,0,0,0,0,0
3,sample.RamFire,40,0,0,32,0,8,0,0,0,0
1,sample.Walls,1321,750,150,362,57,2,0,1,0,0
1,sample.SpinBot,1057,700,0,342,8,7,0,0,1,0
1,sample.Tracker,864,600,0,224,19,20,0,0,0,0
1,sample.VelociRobot,785,550,0,147,1,86,0,0,0,0
1,sample.PaintingRobot,747,650,0,96,0,1,0,0,0,1
2,sample.Corners,578,400,0,175,3,0,0,0,0,0
2,sample.Fire,561,450,0,107,5,0,0,0,0,0
2,sample.SittingDuck,500,500,0,0,0,0,0,0,0,0
2,sample.MyFirstRobot,435,350,0,75,8,2,0,0,0,0
2,sample.Crazy,385,300,0,72,0,13,0,0,0,0
3,sample.TrackFire,277,100,0,151,26,0,0,0,0,0
3,sample.Target,251,250,0,0,0,1,0,0,0,0
3,sample.Interactive_v2,200,200,0,0,0,0,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.RamFire,144,0,0,96,0,48,0,0,0,0
3,sample.MyFirstJuniorRobot,72,50,0,20,0,2,0,0,0,0
1,sample.Walls,1356,750,150,408,46,2,0,1,0,0
1,sample.Tracker,1094,700,0,331,63,0,0,0,1,0
1,sample.TrackFire,854,450,0,385,19,0,0,0,0,0
1,sample.VelociRobot,810,650,0,116,8,36,0,0,0,1
1,sample.MyFirstRobot,741,600,0,130,11,0,0,0,0,0
2,sample.SpinBot,638,500,0,138,0,0,0,0,0,0
2,sample.Interactive,550,550,0,0,0,0,0,0,0,0
2,sample.RamFire,427,250,0,104,0,41,32,0,0,0
2,sample.Interactive_v2,400,400,0,0,0,0,0,0,0,0
2,sample.Target,350,350,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,349,300,0,48,0,1,0,0,0,0
3,sample.MyFirstJuniorRobot,263,200,0,56,0,7,0,0,0,0
3,sample.Fire,226,150,0,76,0,0,0,0,0,0
3,sample.Crazy,128,100,0,24,0,4,0,0,0,0
3,sample.Corners,78,50,0,28,0,0,0,0,0,0
3,sample.SittingDuck,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1274,750,150,334,33,7,0,1,0,0
1,sample.SpinBot,1106,700,0,369,35,1,0,0,1,0
1,sample.Corners,856,600,0,250,6,0,0,0,0,0
1,sample.MyFirstRobot,784,650,0,132,0,2,0,0,0,1
1,sample.Tracker,754,500,0,246,8,1,0,0,0,0
2,sample.Crazy,706,550,0,116,16,24,0,0,0,0
2,sample.RamFire,670,450,0,148,0,42,30,0,0,0
2,sample.MyFirstJuniorRobot,406,350,0,52,2,2,0,0,0,0
2,sample.Interactive_v2,400,400,0,0,0,0,0,0,0,0
2,sample.Fire,327,250,0,76,0,1,0,0,0,0
3,sample.Interactive,300,300,0,0,0,0,0,0,0,0
3,sample.TrackFire,261,100,0,161,0,0,0,0,0,0
3,sample.Target,204,200,0,0,0,4,0,0,0,0
3,sample.SittingDuck,150,150,0,0,0,0,0,0,0,0
3,sample.VelociRobot,112,50,0,32,0,30,0,0,0,0
3,sample.PaintingRobot,14,0,0,12,0,2,0,0,0,0
1,sample.SpinBot,1141,700,0,380,54,6,0,0,1,0
1,sample.MyFirstJuniorRobot,1077,750,150,160,13,4,0,1,0,0
1,sample.Tracker,980,650,0,297,28,5,0,0,0,1
1,sample.Walls,868,550,0,275,33,10,0,0,0,0
1,sample.Crazy,723,600,0,105,6,12,0,0,0,0
2,sample.MyFirstRobot,612,500,0,108,0,4,0,0,0,0
2,sample.RamFire,607,300,0,240,0,67,0,0,0,0
2,sample.SittingDuck,450,450,0,0,0,0,0,0,0,0
2,sample.Fire,418,350,0,68,0,0,0,0,0,0
2,sample.Interactive_v2,400,400,0,0,0,0,0,0,0,0
3,sample.VelociRobot,293,200,0,44,0,49,0,0,0,0
3,sample.TrackFire,256,100,0,136,20,0,0,0,0,0
3,sample.Target,254,250,0,0,0,4,0,0,0,0
3,sample.PaintingRobot,172,150,0,20,0,2,0,0,0,0
3,sample.Corners,90,50,0,40,0,0,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.Tracker,1430,750,150,477,54,0,0,1,0,0
1,sample.TrackFire,1002,600,0,374,29,0,0,0,0,0
1,sample.SpinBot,974,700,0,245,21,7,0,0,1,0
1,sample.PaintingRobot,844,650,0,192,1,1,0,0,0,1
1,sample.MyFirstRobot,643,550,0,92,0,1,0,0,0,0
2,sample.Crazy,570,500,0,55,4,11,0,0,0,0
2,sample.Fire,562,400,0,146,14,2,0,0,0,0
2,sample.Target,451,450,0,0,0,1,0,0,0,0
2,sample.RamFire,412,200,0,148,0,50,14,0,0,0
2,sample.VelociRobot,399,300,0,76,0,23,0,0,0,0
3,sample.Interactive_v2,350,350,0,0,0,0,0,0,0,0
3,sample.Interactive,250,250,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,188,150,0,37,0,1,0,0,0,0
3,sample.Corners,154,100,0,54,0,0,0,0,0,0
3,sample.Walls,84,0,0,80,0,4,0,0,0,0
3,sample.SittingDuck,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1287,750,150,321,59,7,0,1,0,0
1,sample.VelociRobot,1044,700,0,222,6,115,0,0,1,0
1,sample.Tracker,894,650,0,231,11,2,0,0,0,1
1,sample.RamFire,819,400,0,258,0,94,67,0,0,0
1,sample.MyFirstJuniorRobot,767,600,0,149,6,12,0,0,0,0
2,sample.Crazy,658,550,0,96,0,12,0,0,0,0
2,sample.MyFirstRobot,577,500,0,76,0,1,0,0,0,0
2,sample.Interactive_v2,450,450,0,0,0,0,0,0,0,0
2,sample.Target,355,350,0,0,0,5,0,0,0,0
2,sample.Corners,316,200,0,116,0,0,0,0,0,0
3,sample.Fire,302,250,0,52,0,0,0,0,0,0
3,sample.SittingDuck,300,300,0,0,0,0,0,0,0,0
3,sample.TrackFire,209,100,0,96,13,0,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.SpinBot,99,50,0,32,0,17,0,0,0,0
3,sample.PaintingRobot,13,0,0,12,0,1,0,0,0,0
1,sample.Walls,1163,750,150,240,18,5,0,1,0,0
1,sample.SpinBot,1060,700,0,331,25,4,0,0,1,0
1,sample.TrackFire,986,600,0,334,52,0,0,0,0,0
1,sample.RamFire,815,500,0,230,15,70,0,0,0,0
1,sample.MyFirstJuniorRobot,795,650,0,144,0,1,0,0,0,1
2,sample.Fire,678,550,0,114,13,1,0,0,0,0
2,sample.Tracker,558,300,0,224,32,1,0,0,0,0
2,sample.PaintingRobot,502,450,0,48,0,4,0,0,0,0
2,sample.SittingDuck,400,400,0,0,0,0,0,0,0,0
2,sample.Interactive,350,350,0,0,0,0,0,0,0,0
3,sample.Corners,325,250,0,74,0,1,0,0,0,0
3,sample.Crazy,308,200,0,36,0,72,0,0,0,0
3,sample.Target,150,150,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,100,100,0,0,0,0,0,0,0,0
3,sample.MyFirstRobot,62,50,0,12,0,0,0,0,0,0
3,sample.VelociRobot,48,0,0,16,0,32,0,0,0,0
1,sample.TrackFire,1695,750,150,662,132,0,0,1,0,0
1,sample.VelociRobot,1082,700,0,320,18,44,0,0,1,0
1,sample.Tracker,1012,600,0,357,55,0,0,0,0,0
1,sample.Fire,698,550,0,148,0,0,0,0,0,0
1,sample.Target,650,650,0,0,0,0,0,0,0,1
2,sample.Corners,559,400,0,153,5,1,0,0,0,0
2,sample.Crazy,546,450,0,88,0,8,0,0,0,0
2,sample.Interactive_v2,500,500,0,0,0,0,0,0,0,0
2,sample.MyFirstRobot,386,350,0,36,0,0,0,0,0,0
2,sample.SittingDuck,300,300,0,0,0,0,0,0,0,0
3,sample.Interactive,250,250,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,232,200,0,32,0,0,0,0,0,0
3,sample.Walls,194,100,0,88,6,0,0,0,0,0
3,sample.PaintingRobot,178,150,0,28,0,0,0,0,0,0
3,sample.RamFire,152,50,0,68,15,19,0,0,0,0
3,sample.SpinBot,68,0,0,64,0,4,0,0,0,0
1,sample.Walls,1286,750,150,344,35,6,0,1,0,0
1,sample.Tracker,1038,700,0,293,43,2,0,0,1,0
1,sample.SpinBot,926,600,0,320,0,6,0,0,0,0
1,sample.PaintingRobot,781,650,0,124,3,4,0,0,0,1
1,sample.RamFire,691,350,0,205,17,79,40,0,0,0
2,sample.VelociRobot,676,500,0,120,0,56,0,0,0,0
2,sample.Fire,672,550,0,120,0,1,0,0,0,0
2,sample.Crazy,520,450,0,60,0,10,0,0,0,0
2,sample.Target,400,400,0,0,0,0,0,0,0,0
2,sample.MyFirstRobot,354,300,0,51,0,2,0,0,0,0
3,sample.Corners,350,150,0,174,24,1,0,0,0,0
3,sample.Interactive_v2,250,250,0,0,0,0,0,0,0,0
3,sample.Interactive,200,200,0,0,0,0,0,0,0,0
3,sample.SittingDuck,100,100,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,79,50,0,24,0,5,0,0,0,0
3,sample.TrackFire,30,0,0,30,0,0,0,0,0,0
1,sample.Walls,1259,750,150,319,38,2,0,1,0,0
1,sample.SpinBot,1066,700,0,331,25,11,0,0,1,0
1,sample.VelociRobot,886,650,0,149,16,71,0,0,0,1
1,sample.Fire,745,600,0,139,2,4,0,0,0,0
1,sample.RamFire,744,450,0,202,19,60,13,0,0,0
2,sample.PaintingRobot,655,550,0,104,0,1,0,0,0,0
2,sample.Crazy,621,500,0,105,4,12,0,0,0,0
2,sample.TrackFire,471,350,0,121,0,0,0,0,0,0
2,sample.Interactive,400,400,0,0,0,0,0,0,0,0
2,sample.Target,302,300,0,0,0,2,0,0,0,0
3,sample.MyFirstRobot,282,200,0,76,0,6,0,0,0,0
3,sample.Interactive_v2,250,250,0,0,0,0,0,0,0,0
3,sample.Corners,215,150,0,56,9,0,0,0,0,0
3,sample.Tracker,130,100,0,29,0,1,0,0,0,0
3,sample.MyFirstJuniorRobot,111,50,0,60,0,1,0,0,0,0
3,sample.SittingDuck,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1275,750,150,311,59,5,0,1,0,0
1,sample.RamFire,878,550,0,228,0,71,29,0,0,0
1,sample.Crazy,858,700,0,140,0,18,0,0,1,0
1,sample.Fire,783,650,0,132,2,0,0,0,0,1
1,sample.MyFirstJuniorRobot,724,600,0,120,0,4,0,0,0,0
2,sample.Tracker,634,450,0,176,0,8,0,0,0,0
2,sample.TrackFire,620,400,0,207,13,0,0,0,0,0
2,sample.PaintingRobot,596,500,0,88,2,6,0,0,0,0
2,sample.VelociRobot,503,350,0,100,0,53,0,0,0,0
2,sample.MyFirstRobot,372,300,0,64,5,4,0,0,0,0
3,sample.Corners,362,200,0,146,15,0,0,0,0,0
3,sample.Target,250,250,0,0,0,0,0,0,0,0
3,sample.SpinBot,229,100,0,112,0,17,0,0,0,0
3,sample.SittingDuck,150,150,0,0,0,0,0,0,0,0
3,sample.Interactive,50,50,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1378,750,150,428,48,2,0,1,0,0
1,sample.SpinBot,1058,700,0,310,37,11,0,0,1,0
1,sample.Tracker,996,650,0,285,40,20,0,0,0,1
1,sample.Corners,764,600,0,164,0,0,0,0,0,0
1,sample.PaintingRobot,640,550,0,87,2,1,0,0,0,0
2,sample.MyFirstRobot,601,500,0,99,1,1,0,0,0,0
2,sample.Fire,533,400,0,132,0,1,0,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
2,sample.Crazy,438,350,0,80,0,8,0,0,0,0
2,sample.TrackFire,399,200,0,199,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,348,300,0,48,0,0,0,0,0,0
3,sample.RamFire,301,150,0,96,0,28,28,0,0,0
3,sample.SittingDuck,250,250,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,100,100,0,0,0,0,0,0,0,0
3,sample.VelociRobot,54,0,0,16,0,38,0,0,0,0
3,sample.Target,51,50,0,0,0,1,0,0,0,0
1,sample.MyFirstJuniorRobot,1054,750,150,136,17,1,0,1,0,0
1,sample.SpinBot,975,700,0,250,12,13,0,0,1,0
1,sample.RamFire,972,600,0,238,0,83,51,0,0,0
1,sample.TrackFire,786,500,0,241,45,0,0,0,0,0
1,sample.Corners,777,550,0,208,19,0,0,0,0,0
2,sample.MyFirstRobot,706,650,0,51,1,5,0,0,0,1
2,sample.Walls,608,450,0,150,0,8,0,0,0,0
2,sample.Fire,529,350,0,177,0,2,0,0,0,0
2,sample.SittingDuck,400,400,0,0,0,0,0,0,0,0
2,sample.Tracker,361,200,0,160,0,1,0,0,0,0
3,sample.Crazy,347,300,0,40,0,7,0,0,0,0
3,sample.Target,254,250,0,0,0,4,0,0,0,0
3,sample.VelociRobot,198,100,0,44,0,54,0,0,0,0
3,sample.PaintingRobot,132,100,0,28,0,4,0,0,0,0
3,sample.Interactive_v2,50,50,0,0,0,0,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1313,750,150,379,32,2,0,1,0,0
1,sample.RamFire,1169,700,0,294,0,104,70,0,1,0
1,sample.Tracker,996,600,0,346,46,4,0,0,0,0
1,sample.MyFirstJuniorRobot,858,650,0,185,11,12,0,0,0,1
1,sample.SpinBot,666,400,0,229,7,31,0,0,0,0
2,sample.Fire,661,500,0,161,0,0,0,0,0,0
2,sample.Target,551,550,0,0,0,1,0,0,0,0
2,sample.PaintingRobot,495,450,0,40,0,5,0,0,0,0
2,sample.Corners,418,300,0,118,0,0,0,0,0,0
2,sample.Interactive_v2,350,350,0,0,0,0,0,0,0,0
3,sample.Crazy,310,250,0,52,0,8,0,0,0,0
3,sample.VelociRobot,263,150,0,52,0,61,0,0,0,0
3,sample.MyFirstRobot,251,200,0,47,1,4,0,0,0,0
3,sample.SittingDuck,100,100,0,0,0,0,0,0,0,0
3,sample.Interactive,50,50,0,0,0,0,0,0,0,0
3,sample.TrackFire,44,0,0,44,0,0,0,0,0,0
1,sample.Tracker,1399,750,150,425,72,2,0,1,0,0
1,sample.Fire,911,650,0,260,0,1,0,0,0,1
1,sample.Crazy,903,700,0,170,10,23,0,0,1,0
1,sample.MyFirstJuniorRobot,789,600,0,179,2,7,0,0,0,0
1,sample.PaintingRobot,606,500,0,104,0,2,0,0,0,0
2,sample.Walls,605,400,0,200,6,0,0,0,0,0
2,sample.Interactive,550,550,0,0,0,0,0,0,0,0
2,sample.Corners,531,350,0,163,19,0,0,0,0,0
2,sample.Interactive_v2,450,450,0,0,0,0,0,0,0,0
2,sample.RamFire,416,150,0,181,0,66,20,0,0,0
3,sample.MyFirstRobot,322,250,0,68,0,4,0,0,0,0
3,sample.SittingDuck,300,300,0,0,0,0,0,0,0,0
3,sample.SpinBot,228,100,0,115,0,13,0,0,0,0
3,sample.Target,200,200,0,0,0,0,0,0,0,0
3,sample.VelociRobot,144,50,0,40,0,54,0,0,0,0
3,sample.TrackFire,23,0,0,23,0,0,0,0,0,0
1,sample.Walls,1351,750,150,406,40,6,0,1,0,0
1,sample.SpinBot,1149,700,0,387,49,13,0,0,1,0
1,sample.Tracker,888,500,0,282,52,54,0,0,0,0
1,sample.PaintingRobot,737,650,0,84,3,0,0,0,0,1
1,sample.MyFirstJuniorRobot,676,600,0,72,0,4,0,0,0,0
2,sample.Interactive,550,550,0,0,0,0,0,0,0,0
2,sample.Crazy,488,400,0,80,0,8,0,0,0,0
2,sample.TrackFire,463,250,0,183,30,0,0,0,0,0
2,sample.SittingDuck,450,450,0,0,0,0,0,0,0,0
2,sample.Interactive_v2,350,350,0,0,0,0,0,0,0,0
3,sample.RamFire,327,150,0,136,0,41,0,0,0,0
3,sample.VelociRobot,306,200,0,68,0,38,0,0,0,0
3,sample.Target,300,300,0,0,0,0,0,0,0,0
3,sample.Corners,148,100,0,48,0,0,0,0,0,0
3,sample.Fire,89,0,0,88,0,1,0,0,0,0
3,sample.MyFirstRobot,71,50,0,16,0,5,0,0,0,0
1,sample.Walls,1250,750,150,311,34,5,0,1,0,0
1,sample.Tracker,1159,700,0,413,44,1,0,0,1,0
1,sample.SpinBot,940,650,0,265,12,13,0,0,0,1
1,sample.Fire,791,600,0,180,8,2,0,0,0,0
1,sample.RamFire,696,450,0,170,13,62,0,0,0,0
2,sample.Crazy,611,550,0,56,0,5,0,0,0,0
2,sample.Corners,548,400,0,148,0,0,0,0,0,0
2,sample.PaintingRobot,545,500,0,43,1,1,0,0,0,0
2,sample.MyFirstRobot,395,350,0,44,0,1,0,0,0,0
2,sample.MyFirstJuniorRobot,357,250,0,83,13,11,0,0,0,0
3,sample.Target,301,300,0,0,0,1,0,0,0,0
3,sample.VelociRobot,205,100,0,52,0,49,4,0,0,0
3,sample.SittingDuck,200,200,0,0,0,0,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.TrackFire,64,0,0,64,0,0,0,0,0,0
3,sample.Interactive_v2,50,50,0,0,0,0,0,0,0,0
1,sample.SpinBot,1428,750,150,445,77,6,0,1,0,0
1,sample.MyFirstRobot,848,700,0,141,3,4,0,0,1,0
1,sample.Fire,768,600,0,168,0,0,0,0,0,0
1,sample.PaintingRobot,767,650,0,116,0,1,0,0,0,1
1,sample.Crazy,673,550,0,108,3,12,0,0,0,0
2,sample.Tracker,604,250,0,254,32,35,34,0,0,0
2,sample.MyFirstJuniorRobot,589,500,0,76,0,13,0,0,0,0
2,sample.RamFire,489,200,0,218,15,56,0,0,0,0
2,sample.SittingDuck,450,450,0,0,0,0,0,0,0,0
2,sample.Target,400,400,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,350,350,0,0,0,0,0,0,0,0
3,sample.Interactive,300,300,0,0,0,0,0,0,0,0
3,sample.Walls,245,150,0,90,0,5,0,0,0,0
3,sample.VelociRobot,168,100,0,27,0,41,0,0,0,0
3,sample.TrackFire,161,50,0,92,18,0,0,0,0,0
3,sample.Corners,33,0,0,32,0,1,0,0,0,0
1,sample.SpinBot,1261,750,150,335,19,7,0,1,0,0
1,sample.RamFire,1010,550,0,316,0,95,50,0,0,0
1,sample.Walls,991,700,0,262,23,6,0,0,1,0
1,sample.Fire,858,650,0,191,15,1,0,0,0,1
1,sample.Tracker,754,500,0,231,21,2,0,0,0,0
2,sample.MyFirstRobot,688,600,0,77,4,6,0,0,0,0
2,sample.VelociRobot,594,400,0,80,0,114,0,0,0,0
2,sample.PaintingRobot,571,450,0,116,0,5,0,0,0,0
2,sample.Corners,446,300,0,146,0,0,0,0,0,0
2,sample.Interactive_v2,350,350,0,0,0,0,0,0,0,0
3,sample.Target,250,250,0,0,0,0,0,0,0,0
3,sample.Crazy,232,200,0,28,0,4,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,140,100,0,36,0,4,0,0,0,0
3,sample.SittingDuck,50,50,0,0,0,0,0,0,0,0
3,sample.TrackFire,37,0,0,37,0,0,0,0,0,0
1,sample.Walls,1178,750,150,248,26,4,0,1,0,0
1,sample.Tracker,889,650,0,207,17,14,0,0,0,1
1,sample.MyFirstJuniorRobot,831,700,0,114,12,5,0,0,1,0
1,sample.Crazy,702,600,0,92,0,10,0,0,0,0
1,sample.TrackFire,686,300,0,345,41,0,0,0,0,0
2,sample.SpinBot,650,500,0,142,6,2,0,0,0,0
2,sample.PaintingRobot,611,550,0,56,0,5,0,0,0,0
2,sample.RamFire,580,250,0,224,11,84,11,0,0,0
2,sample.Corners,496,400,0,96,0,0,0,0,0,0
2,sample.SittingDuck,450,450,0,0,0,0,0,0,0,0
3,sample.Fire,406,350,0,56,0,0,0,0,0,0
3,sample.VelociRobot,274,150,0,67,1,56,0,0,0,0
3,sample.MyFirstRobot,237,200,0,36,0,1,0,0,0,0
3,sample.Target,105,100,0,0,0,5,0,0,0,0
3,sample.Interactive_v2,50,50,0,0,0,0,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1359,750,150,412,46,1,0,1,0,0
1,sample.SpinBot,1075,700,0,348,25,2,0,0,1,0
1,sample.Tracker,1027,650,0,332,44,1,0,0,0,1
1,sample.VelociRobot,704,550,0,104,0,50,0,0,0,0
1,sample.MyFirstRobot,665,600,0,64,0,1,0,0,0,0
2,sample.PaintingRobot,570,500,0,60,2,7,0,0,0,0
2,sample.Crazy,542,450,0,80,0,12,0,0,0,0
2,sample.Corners,501,400,0,93,5,2,0,0,0,0
2,sample.Interactive,350,350,0,0,0,0,0,0,0,0
2,sample.Fire,320,200,0,120,0,0,0,0,0,0
3,sample.Target,304,300,0,0,0,4,0,0,0,0
3,sample.MyFirstJuniorRobot,300,250,0,48,0,2,0,0,0,0
3,sample.RamFire,232,100,0,96,0,36,0,0,0,0
3,sample.TrackFire,162,50,0,96,15,0,0,0,0,0
3,sample.SittingDuck,150,150,0,0,0,0,0,0,0,0
